rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1434,2100,Food & Beverage,Hamdi Ulukaya,"50,0",United States,Norwich,Greek yogurt,Food & Beverage,Turkey,Chobani,True,D,M,10/26/1972 0:00,Ulukaya,Hamdi,Founder and CEO,4/4/2023 5:01,New York,Northeast,"1972,0","10,0","26,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Construction & Engineering,Wang Linpeng,"54,0",China,Beijing,Furniture retailing,Construction & Engineering,China,nan,True,D,M,5/1/1968 0:00,Wang,Linpeng,nan,4/4/2023 5:01,nan,nan,"1968,0","5,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Food & Beverage,Wei Ing-Chou,"69,0",China,Tianjin,Food. beverages,Food & Beverage,Taiwan,nan,True,U,M,7/1/1953 0:00,Wei,Ing-Chou,nan,4/4/2023 5:01,nan,nan,"1953,0","7,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Food & Beverage,Wei Yin-Chun,"66,0",Taiwan,Taipei,Food. beverages,Food & Beverage,Taiwan,nan,True,U,M,3/8/1957 0:00,Wei,Yin-Chun,nan,4/4/2023 5:01,nan,nan,"1957,0","3,0","8,0","125,08","2,9",nan,"50,6","104,54","77,0","9,4","59,2","1391455550,8",nan,nan
1434,2100,Food & Beverage,Wei Yin-Heng,"64,0",China,Shanghai,Food. beverages,Food & Beverage,Taiwan,nan,True,U,M,1/1/1959 0:00,Wei,Yin-Heng,nan,4/4/2023 5:01,nan,nan,"1959,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Food & Beverage,Wei Ying-Chiao,"68,0",Taiwan,Taipei,Food. beverages,Food & Beverage,Taiwan,nan,True,U,M,2/4/1955 0:00,Wei,Ying-Chiao,nan,4/4/2023 5:01,nan,nan,"1955,0","2,0","4,0","125,08","2,9",nan,"50,6","100,6","77,0","12,16","59,2","1113053264,6",nan,nan
1434,2100,Gambling & Casinos,Elaine Wynn,"80,0",United States,Las Vegas,Casinos. hotels,Gambling & Casinos,United States,Wynn Las Vegas. LLC,True,U,F,4/28/1942 0:00,Wynn,Elaine,Board Member,4/4/2023 5:01,Nevada,West,"1942,0","4,0","28,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1434,2100,Automotive,Xu Xudong & family,"53,0",China,Ningbo,Auto parts,Automotive,China,nan,True,U,M,3/1/1970 0:00,Xu,Xudong,nan,4/4/2023 5:01,nan,nan,"1970,0","3,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Fashion & Retail,Michael Ying,"73,0",Hong Kong,Hong Kong,Retail,Fashion & Retail,Hong Kong,nan,True,U,M,12/1/1949 0:00,Ying,Michael,nan,4/4/2023 5:01,nan,nan,"1949,0","12,0","1,0","147,22400000000002","4,819999999999999",nan,"41,6","100,84","73,96","10,12","55,4","1385196101,6",nan,nan
1434,2100,Manufacturing,Yu Qibing & family,"57,0",China,Ningbo,Glass,Manufacturing,China,nan,True,D,M,11/1/1965 0:00,Yu,Qibing,nan,4/4/2023 5:01,nan,nan,"1965,0","11,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Manufacturing,Yuan Fugen & family,"72,0",China,Suzhou,Metal processing,Manufacturing,China,nan,True,U,M,11/15/1950 0:00,Yuan,Fugen,nan,4/4/2023 5:01,nan,nan,"1950,0","11,0","15,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Manufacturing,Zhang Ning & family,"49,0",China,Shanghai,Chemicals,Manufacturing,Canada,nan,True,D,F,4/1/1974 0:00,Zhang,Ning,nan,4/4/2023 5:01,nan,nan,"1974,0","4,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1434,2100,Healthcare,Zhao Tao,"57,0",China,Xi'an,Pharmaceuticals,Healthcare,Singapore,nan,False,D,M,1/1/1966 0:00,Zhao,Tao,nan,4/4/2023 5:01,nan,nan,"1966,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Construction & Engineering,Anu Aga,"80,0",India,Pune,Engineering,Construction & Engineering,India,nan,False,U,F,8/1/1942 0:00,Aga,Anu,nan,4/4/2023 5:01,nan,nan,"1942,0","8,0","1,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
1516,2000,Fashion & Retail,Mohamed Al Fayed,"94,0",United Kingdom,London,Retail. investments,Fashion & Retail,Egypt,nan,True,D,M,1/27/1929 0:00,Al Fayed,Mohamed,nan,4/4/2023 5:01,nan,nan,"1929,0","1,0","27,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
1516,2000,Technology,Andrey Andreev,"49,0",United Kingdom,London,Online dating,Technology,United Kingdom,nan,True,E,M,2/3/1974 0:00,Andreev,Andrey,nan,4/4/2023 5:01,nan,nan,"1974,0","2,0","3,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
1516,2000,Finance & Investments,Michael Ashcroft,"77,0",Turks and Caicos Islands,Turks and Caicos Islands,Security,Finance & Investments,United Kingdom,nan,True,D,M,1/1/1946 0:00,Ashcroft,Michael,nan,4/4/2023 5:01,nan,nan,"1946,0","1,0","1,0","131,448","6,619999999999999",nan,"68,66","101,16","76,38","9,88","43,74","909729109,4",nan,nan
1516,2000,Technology,Pavel Baudis,"62,0",Czech Republic,Prague,Software,Technology,Czech Republic,nan,True,D,M,5/15/1960 0:00,Baudis,Pavel,nan,4/4/2023 5:01,nan,nan,"1960,0","5,0","15,0","116,48","2,8",246.489.245.495 ,"64,1","100,7","79,0","14,9","46,1","10669709,0","49,817492","15,472962"
1516,2000,Healthcare,Wilhelm Beier & family,"66,0",Germany,nan,Pharmaceuticals,Healthcare,Germany,nan,True,D,M,4/21/1956 0:00,Beier,Wilhelm,nan,4/4/2023 5:01,nan,nan,"1956,0","4,0","21,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
1516,2000,Manufacturing,Cao Jianwei,"44,0",China,Shangyu,Semiconductors,Manufacturing,China,nan,True,E,M,5/30/1978 0:00,Cao,Jianwei,nan,4/4/2023 5:01,nan,nan,"1978,0","5,0","30,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Manufacturing,Huwen Chen,"52,0",China,Shanghai,Stationery,Manufacturing,China,nan,True,D,M,7/1/1970 0:00,Chen,Huwen,nan,4/4/2023 5:01,nan,nan,"1970,0","7,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Diversified,Phongthep Chiaravanont,"71,0",Thailand,Bangkok,Diversified,Diversified,Thailand,nan,False,U,M,1/1/1952 0:00,Chiaravanont,Phongthep,nan,4/4/2023 5:01,nan,nan,"1952,0","1,0","1,0","113,27","0,7",543.649.976.166 ,"49,3","99,8","76,9","14,9","29,5","69625582,0","15,870032","100,992541"
1516,2000,Diversified,Dou Zhenggang,"69,0",China,Hangzhou,Energy. chemicals,Diversified,China,nan,True,D,M,5/21/1953 0:00,Dou,Zhenggang,nan,4/4/2023 5:01,nan,nan,"1953,0","5,0","21,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Food & Beverage,Maria Franca Fissolo,"88,0",Monaco,Monaco,Nutella. chocolates,Food & Beverage,Italy,nan,False,E,F,1/1/1935 0:00,Fissolo,Maria Franca,nan,4/4/2023 5:01,nan,nan,"1935,0","1,0","1,0","105,026","0,5799999999999998",7.184.844.193 ,"56,5","102,4","81,5","24,9","21,840000000000003","38964,0","43,7384176","7,4246158"
1516,2000,Diversified,William Franke,"85,0",United States,Houston,Low-cost airlines,Diversified,United States,nan,True,D,M,4/15/1937 0:00,Franke,William,nan,4/4/2023 5:01,Texas,South,"1937,0","4,0","15,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1516,2000,Healthcare,Mario Germano Giuliani,"51,0",Monaco,Monaco,Pharmaceuticals,Healthcare,Switzerland,nan,False,D,M,2/26/1972 0:00,Giuliani,Mario Germano,nan,4/4/2023 5:01,nan,nan,"1972,0","2,0","26,0","105,026","0,5799999999999998",7.184.844.193 ,"56,5","102,4","81,5","24,9","21,840000000000003","38964,0","43,7384176","7,4246158"
1516,2000,Real Estate,Amy Goldman Fowler,"68,0",United States,Rhinebeck,Real estate,Real Estate,United States,nan,False,D,F,4/19/1954 0:00,Goldman Fowler,Amy,nan,4/4/2023 5:01,New York,Northeast,"1954,0","4,0","19,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1516,2000,Metals & Mining,John Hancock,"47,0",United Kingdom,London,Mining,Metals & Mining,Australia,nan,False,D,M,1/2/1976 0:00,Hancock,John,nan,4/4/2023 5:01,nan,nan,"1976,0","1,0","2,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
1516,2000,Technology,Hu Yangzhong,"58,0",China,Hangzhou,Technology,Technology,China,nan,True,D,M,3/6/1965 0:00,Hu,Yangzhong,nan,4/4/2023 5:01,nan,nan,"1965,0","3,0","6,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Manufacturing,Huang Dawen,"62,0",Hong Kong,Hong Kong,Silicon,Manufacturing,Hong Kong,nan,True,D,M,11/1/1960 0:00,Huang,Dawen,nan,4/4/2023 5:01,nan,nan,"1960,0","11,0","1,0","128,73200000000003","3,84",nan,"65,64","100,84","77,6","9,48","50,16","933151611,6",nan,nan
1516,2000,Media & Entertainment,Huang Qiaoling,"64,0",China,Hangzhou,Amusement parks,Media & Entertainment,China,nan,True,U,M,11/15/1958 0:00,Huang,Qiaoling,nan,4/4/2023 5:01,nan,nan,"1958,0","11,0","15,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Finance & Investments,Rajiv Jain,"55,0",United States,Fort Lauderdale,Finance,Finance & Investments,United States,nan,True,N,M,1/27/1968 0:00,Jain,Rajiv,nan,4/4/2023 5:01,Florida,South,"1968,0","1,0","27,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1516,2000,Sports,Michael Jordan,"60,0",United States,Jupiter,Charlotte Hornets. endorsements,Sports,United States,nan,True,U,M,2/17/1963 0:00,Jordan,Michael,Athlete,4/4/2023 5:01,Florida,South,"1963,0","2,0","17,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1516,2000,Real Estate,Diane Kemper,"77,0",United States,New York,Real estate,Real Estate,United States,nan,False,D,F,7/21/1945 0:00,Kemper,Diane,nan,4/4/2023 5:01,New York,Northeast,"1945,0","7,0","21,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1516,2000,Technology,Shlomo Kramer,"57,0",Israel,Tel Aviv,Software. investments,Technology,Israel,nan,True,D,M,3/14/1966 0:00,Kramer,Shlomo,nan,4/4/2023 5:01,nan,nan,"1966,0","3,0","14,0","108,15","0,8",395.098.666.122 ,"63,4","104,9","82,8","23,1","25,3","9053300,0","31,046051","34,851612"
1516,2000,Healthcare,Heikki Kyostila,"77,0",Finland,Helsinki,Dental products,Healthcare,Finland,nan,True,U,M,1/19/1946 0:00,Kyostila,Heikki,nan,4/4/2023 5:01,nan,nan,"1946,0","1,0","19,0","112,33","1,0",268.761.201.365 ,"88,2","100,2","81,7","20,8","36,6","5520314,0","61,92411","25,748151"
1516,2000,Technology,Martin Lau,"50,0",Hong Kong,Hong Kong,E-commerce,Technology,Hong Kong,nan,True,D,M,4/1/1973 0:00,Lau,Martin,nan,4/4/2023 5:01,nan,nan,"1973,0","4,0","1,0","136,214","3,22",nan,"56,86","100,68","76,14","9,8","56,6","1183819904,6",nan,nan
1516,2000,Technology,Li Min,"57,0",China,Fuzhou,Semiconductor,Technology,China,nan,True,D,M,12/26/1965 0:00,Li,Min,nan,4/4/2023 5:01,nan,nan,"1965,0","12,0","26,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Technology,Liang Rubo,"40,0",China,Beijing,TikTok,Technology,China,nan,True,D,M,1/1/1983 0:00,Liang,Rubo,nan,4/4/2023 5:01,nan,nan,"1983,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Manufacturing,Liang Zhaoxian,"58,0",China,Foshan,Appliances,Manufacturing,China,nan,False,D,M,1/1/1965 0:00,Liang,Zhaoxian,nan,4/4/2023 5:01,nan,nan,"1965,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Energy,Lin Fanlian,"61,0",China,Linyi,Energy. real estate,Energy,China,nan,True,D,M,6/1/1961 0:00,Lin,Fanlian,nan,4/4/2023 5:01,nan,nan,"1961,0","6,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Manufacturing,Aloke Lohia,"64,0",Thailand,Bangkok,Petrochemicals,Manufacturing,India,nan,False,D,M,11/27/1958 0:00,Lohia,Aloke,nan,4/4/2023 5:01,nan,nan,"1958,0","11,0","27,0","113,27","0,7",543.649.976.166 ,"49,3","99,8","76,9","14,9","29,5","69625582,0","15,870032","100,992541"
1516,2000,Real Estate,Bill Malhotra,"73,0",Canada,Ottawa,Real estate,Real Estate,Canada,nan,True,U,M,9/8/1949 0:00,Malhotra,Bill,nan,4/4/2023 5:01,nan,nan,"1949,0","9,0","8,0","116,76","1,9",1.736.425.629.520 ,"68,9","100,9","81,9","12,8","24,5","36991981,0","56,130366","-106,346771"
1516,2000,Finance & Investments,Alexander Mamut,"63,0",Israel,Tel Aviv,Investments,Finance & Investments,Russia,nan,True,D,M,1/29/1960 0:00,Mamut,Alexander,nan,4/4/2023 5:01,nan,nan,"1960,0","1,0","29,0","108,15","0,8",395.098.666.122 ,"63,4","104,9","82,8","23,1","25,3","9053300,0","31,046051","34,851612"
1516,2000,Telecom,Craig McCaw,"73,0",United States,Hunts Point,Telecom,Telecom,United States,nan,False,D,M,8/11/1949 0:00,McCaw,Craig,nan,4/4/2023 5:01,Washington,West,"1949,0","8,0","11,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1516,2000,Manufacturing,Cunhui Nan,"59,0",China,Wenzhou,Power equipment,Manufacturing,China,nan,True,D,M,7/9/1963 0:00,Nan,Cunhui,nan,4/4/2023 5:01,nan,nan,"1963,0","7,0","9,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Service,Tengyun Nie & family,"47,0",China,Shanghai,Logistics,Service,China,nan,True,D,M,1/24/1976 0:00,Nie,Tengyun,nan,4/4/2023 5:01,nan,nan,"1976,0","1,0","24,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Finance & Investments,Oei Hong Leong,"75,0",Singapore,Singapore,Investments,Finance & Investments,Singapore,nan,False,U,M,3/21/1948 0:00,Oei,Hong Leong,nan,4/4/2023 5:01,nan,nan,"1948,0","3,0","21,0","114,41","0,6",372.062.527.489 ,"84,8","100,6","83,1","13,1","21,0","5703569,0","1,352083","103,819836"
1516,2000,Metals & Mining,Clive Palmer,"69,0",Australia,Brisbane,Mining,Metals & Mining,Australia,nan,True,D,M,3/26/1954 0:00,Palmer,Clive,nan,4/4/2023 5:01,nan,nan,"1954,0","3,0","26,0","119,8","1,6",1.392.680.589.329 ,"113,1","100,3","82,7","23,0","47,4","25766605,0","-25,274398","133,775136"
1516,2000,Technology,Matthew Prince,"48,0",United States,Park City,Cybersecurity,Technology,United States,nan,True,D,M,1/1/1975 0:00,Prince,Matthew,nan,4/4/2023 5:01,Utah,West,"1975,0","1,0","1,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1516,2000,Service,Linda Pritzker,"69,0",United States,Missoula,Hotels. investments,Service,United States,nan,False,E,F,9/14/1953 0:00,Pritzker,Linda,nan,4/4/2023 5:01,Montana,West,"1953,0","9,0","14,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1516,2000,Construction & Engineering,"P,V, Krishna Reddy","53,0",India,Hyderabad,Infrastructure,Construction & Engineering,India,nan,True,U,M,6/30/1969 0:00,Reddy,"P,V, Krishna",nan,4/4/2023 5:01,nan,nan,"1969,0","6,0","30,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
1516,2000,Metals & Mining,Bianca Rinehart,"46,0",Australia,Brisbane,Mining,Metals & Mining,Australia,nan,False,D,F,3/19/1977 0:00,Rinehart,Bianca,nan,4/4/2023 5:01,nan,nan,"1977,0","3,0","19,0","119,8","1,6",1.392.680.589.329 ,"113,1","100,3","82,7","23,0","47,4","25766605,0","-25,274398","133,775136"
1516,2000,Metals & Mining,Ginia Rinehart,"36,0",Australia,Sydney,Mining,Metals & Mining,Australia,nan,False,D,F,9/6/1986 0:00,Rinehart,Ginia,nan,4/4/2023 5:01,nan,nan,"1986,0","9,0","6,0","119,8","1,6",1.392.680.589.329 ,"113,1","100,3","82,7","23,0","47,4","25766605,0","-25,274398","133,775136"
1516,2000,Finance & Investments,"T, Denny Sanford","87,0",United States,Sioux Falls,Banking. credit cards,Finance & Investments,United States,nan,True,D,M,12/23/1935 0:00,Sanford,"T, Denny",nan,4/4/2023 5:01,South Dakota,Midwest,"1935,0","12,0","23,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1516,2000,Manufacturing,Bhadresh Shah,"71,0",India,Ahmedabad,Engineering,Manufacturing,India,nan,True,U,M,10/7/1951 0:00,Shah,Bhadresh,nan,4/4/2023 5:01,nan,nan,"1951,0","10,0","7,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
1516,2000,Media & Entertainment,Zygmunt Solorz-Zak,"66,0",Poland,Warsaw,TV broadcasting,Media & Entertainment,Poland,nan,True,D,M,8/4/1956 0:00,Solorz-Zak,Zygmunt,nan,4/4/2023 5:01,nan,nan,"1956,0","8,0","4,0","114,11","2,2",592.164.400.688 ,"67,8","100,0","77,6","17,4","40,8","37970874,0","51,919438","19,145136"
1516,2000,Manufacturing,Michal Strnad,"30,0",nan,nan,Defense Contracting,Manufacturing,Czech Republic,nan,False,N,M,8/4/1992 0:00,Strnad ,Michal,nan,4/4/2023 5:01,nan,nan,"1992,0","8,0","4,0","123,676","2,62",nan,"53,620000000000005","100,52","75,78","9,8","52,78","1183819904,6",nan,nan
1516,2000,Fashion & Retail,Sylvia Stroeher,"67,0",Germany,Darmstadt,Cosmetics,Fashion & Retail,Germany,nan,False,E,F,5/30/1955 0:00,Stroeher,Sylvia,nan,4/4/2023 5:01,nan,nan,"1955,0","5,0","30,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
1516,2000,Technology,Otto Toto Sugiri,"69,0",Indonesia,Jakarta,Data centers,Technology,Indonesia,nan,True,D,M,9/23/1953 0:00,Sugiri,Otto Toto,nan,4/4/2023 5:01,nan,nan,"1953,0","9,0","23,0","151,18","3,0",1.119.190.780.753 ,"36,3","106,4","71,5","10,2","30,1","270203917,0","-0,789275","113,921327"
1516,2000,Sports,Larry Tanenbaum,"77,0",Canada,Toronto,Sports,Sports,Canada,nan,True,N,M,7/1/1945 0:00,Tanenbaum,Larry,nan,4/4/2023 5:01,nan,nan,"1945,0","7,0","1,0","116,76","1,9",1.736.425.629.520 ,"68,9","100,9","81,9","12,8","24,5","36991981,0","56,130366","-106,346771"
1516,2000,Finance & Investments,Wichai Thongtang,"76,0",Thailand,Bangkok,Investments,Finance & Investments,Thailand,nan,True,E,M,1/1/1947 0:00,Thongtang,Wichai,nan,4/4/2023 5:01,nan,nan,"1947,0","1,0","1,0","113,27","0,7",543.649.976.166 ,"49,3","99,8","76,9","14,9","29,5","69625582,0","15,870032","100,992541"
1516,2000,Finance & Investments,Ion Tiriac,"83,0",Romania,Bucharest,Banking. insurance,Finance & Investments,Romania,nan,True,U,M,5/9/1939 0:00,Tiriac,Ion,nan,4/4/2023 5:01,nan,nan,"1939,0","5,0","9,0","123,78","3,8",250.077.444.017 ,"49,4","85,2","75,4","14,6","20,0","19356544,0","45,943161","24,96676"
1516,2000,Metals & Mining,Hope Welker,"37,0",United States,New York,Mining,Metals & Mining,Australia,nan,False,D,F,8/13/1985 0:00,Welker,Hope,nan,4/4/2023 5:01,New York,Northeast,"1985,0","8,0","13,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1516,2000,Manufacturing,William Young,"82,0",United States,Ypsilanti,Plastics,Manufacturing,United States,nan,True,D,M,1/1/1941 0:00,Young,William,nan,4/4/2023 5:01,Michigan,Midwest,"1941,0","1,0","1,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
1516,2000,Fashion & Retail,Ales Zavoral,"46,0",nan,nan,E-commerce,Fashion & Retail,Czech Republic,nan,True,N,M,10/24/1976 0:00,Zavoral,Ales,nan,4/4/2023 5:01,nan,nan,"1976,0","10,0","24,0","123,512","3,82",nan,"58,120000000000005","100,52","77,3","9,44","54,67999999999999","1397715000,0",nan,nan
1516,2000,Technology,Zhang Fan,"57,0",China,Shenzhen,Touch screens,Technology,China,nan,True,D,M,12/29/1965 0:00,Zhang,Fan,nan,4/4/2023 5:01,nan,nan,"1965,0","12,0","29,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Technology,Shilong Zhang & family,"57,0",China,Beijing,Semiconductor,Technology,China,nan,True,D,M,1/1/1966 0:00,Zhang,Shilong,nan,4/4/2023 5:01,nan,nan,"1966,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Manufacturing,Zhang Wanzhen,"73,0",China,Chaozhou,Electronics components,Manufacturing,China,nan,True,D,M,12/1/1949 0:00,Zhang,Wanzhen,nan,4/4/2023 5:01,nan,nan,"1949,0","12,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Technology,Hongfei Zhao,"48,0",China,Beijing,Software,Technology,China,nan,True,D,M,6/1/1974 0:00,Zhao,Hongfei,nan,4/4/2023 5:01,nan,nan,"1974,0","6,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Energy,Zhou Jian,"46,0",China,Shenzhen,Solar energy equipment,Energy,China,nan,True,D,M,7/1/1976 0:00,Zhou,Jian,nan,4/4/2023 5:01,nan,nan,"1976,0","7,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
1516,2000,Healthcare,Zhu Yiwen & family,"59,0",China,Shanghai,Healthcare,Healthcare,China,nan,True,U,M,1/1/1964 0:00,Zhu,Yiwen,nan,4/4/2023 5:01,nan,nan,"1964,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
